id,name,latitude,longitude,country,state,city,type,holes,par,phone,website,year_built,address,postal_code,architect,total_yardage,osm_id,updated_at,hole_1_par,hole_2_par,hole_3_par,hole_4_par,hole_5_par,hole_6_par,hole_7_par,hole_8_par,hole_9_par,hole_10_par,hole_11_par,hole_12_par,hole_13_par,hole_14_par,hole_15_par,hole_16_par,hole_17_par,hole_18_par,hole_1_hcp,hole_2_hcp,hole_3_hcp,hole_4_hcp,hole_5_hcp,hole_6_hcp,hole_7_hcp,hole_8_hcp,hole_9_hcp,hole_10_hcp,hole_11_hcp,hole_12_hcp,hole_13_hcp,hole_14_hcp,hole_15_hcp,hole_16_hcp,hole_17_hcp,hole_18_hcp
0af8ba00-2d96-43cc-b902-f028812395e2,Flagg Creek Golf Course,41.7650534,-87.8919834,US,MI,Countryside,Public,7,33,,,,Maplewood Road,60480,Greg Martin,2493,35598645,2026-04-15T22:13:13.100889+00:00,4,3,4,3,5,3,,3,,,,,,,,,,,3,7,5,6,2,4,,9,,,,,,,,,,
9e6aaeee-93b0-4866-acf8-a355430bfa8e,Prestwick Village Golf Club,42.0522182540123,-85.4834829222223,US,MI,Highland,Private,10,72,+1 248 887 1762,https://www.pvgcc.com/,1996,136 Inverness,48357,,,5646232,2026-04-15T22:13:13.725931+00:00,,4,3,,,4,4,3,4,5,,,4,,5,,3,,,7,17,,,9,11,15,3,6,,,12,,10,,18,
e2baa2cf-5db2-45ee-9881-75bddc763336,Chomonix Golf Course,45.1606061,-93.1035668,US,MN,Lino Lakes,Public,15,72,,,1970,Aqua Lane,55014,,,207510767,2026-04-15T22:13:14.401858+00:00,4,5,,3,5,3,,4,4,5,,4,5,3,4,4,4,4,14,10,,16,2,18,,12,6,9,,3,11,17,7,15,5,1
ab875754-38dc-464d-9f8b-e98d53039990,Fresh Meadow Golf Club,41.8511575,-87.9079895,US,IL,Hillside,Public,15,70,,,,2144 South Wolf Road,60162,,6283,31046053,2026-04-15T22:13:15.06524+00:00,4,3,5,4,3,,4,,,4,4,3,3,4,3,5,4,4,3,17,13,7,11,,1,,,2,18,4,12,14,8,16,10,6
8e76814f-6cd4-4ac0-b6da-ca0b241d0e85,Rose Creek Golf Course,43.2933968664,-76.2099307778,US,NY,Central Square,Public,15,72,,http://www.rosecreekgolfcourse.com,1995,348 County Route 33,13036,,,,2026-04-15T22:13:15.72978+00:00,,3,5,4,4,3,,4,4,,5,5,3,4,4,3,4,4,,9,1,15,11,17,,7,13,,6,8,16,4,12,18,14,10
f99bb51d-ae01-4c90-947f-a4fbba23a293,Fox Run Golf Club,38.4454928460784,-90.6004141558823,US,IL,Eureka,Public,15,70,+1 636 938 4653,https://www.foxrungolfclub.com/,,1 Putt Lane,63025,"Bill Newcomb, Bob Lohmann",6257,7064787,2026-04-15T22:13:16.313532+00:00,4,4,3,5,4,,,,4,4,5,4,4,4,3,4,3,4,9,5,11,1,3,,,,7,6,2,8,12,4,18,16,14,10
d9feaea1-d5fa-4dd7-96e3-230729344dbe,Bandemer Park Disc Golf,43.0907370026316,-76.6179961763158,US,NY,Town of Conquest,,,,,,,O 'Neil,,,,6799850,2026-04-16T20:00:53.089233+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1fc28cdc-809a-459d-8bad-8c6478b61303,Far Oaks Golf Club,38.5867018738636,-89.6659255903409,US,IL,,Public,13,72,,,,Lakeside Road,62293,Bob &amp; Kye Goalby,6926,19892753,2026-04-15T22:13:17.587674+00:00,5,3,5,4,,,,3,,4,4,4,3,5,4,3,,5,7,13,1,9,,,,15,,14,8,12,10,2,16,18,,6
289b711d-89e7-497f-9f84-1b06034e9af2,Pine Lake Country Club,35.1624136462,-80.6861521825,US,NC,Charlotte,Private,11,72,1341569896,http://www.pinelakecountryclub.com,1963,5504 Lebanon Road,28227,,,,2026-04-15T22:13:18.767391+00:00,,,3,5,,3,4,5,,5,4,,4,,,3,5,4,,,15,17,,9,1,13,,4,2,,14,,,12,18,8
6edd528e-e60a-4803-a35d-29aabc01d06d,Northmoor Country Club,42.1606249,-87.7941361,US,IL,Highland Park,Private,13,71,(847) 432-6062,https://www.northmoor.org/,,820 Edgewood Road,60035,"Donald Ross, Dr. Michael Hurdzan, Jacobson Golf Course Design",6782,195246184,2026-04-15T22:13:19.502793+00:00,4,4,,3,4,,5,3,,,5,4,3,,4,3,5,4,7,11,,13,9,,1,17,,,12,10,18,,8,14,2,6
22ab0270-9284-4015-83e2-ce704732801b,Pinehurst Resort Country Club The Cradle,35.1873302863,-79.4679307938,US,NC,Pinehurst,Resort,6,27,7490196078,http://www.pinehurst.com,2017,Beulah Hill Road South,28374,,,,2026-04-07T16:04:05.421544+00:00,3,,3,,,3,3,3,3,,,,,,,,,,1,,3,,,7,8,4,9,,,,,,,,,
3e674a51-ab07-44bb-8f2b-162495393f8c,Glenview Prairie Club,42.0934496,-87.8290983,US,IL,Glenview,Municipal,6,31,,,,2800 West Lake Avenue,60026,Rick Jacobson,1955,34331064,2026-04-15T22:13:20.960006+00:00,4,4,3,3,4,,3,,,,,,,,,,,,3,7,11,17,1,,9,,,,,,,,,,,
9d8ad053-6645-421a-bbd0-b3508f20018e,Sacandaga Golf Club,43.2147732249,-74.1864662566,US,NY,Northville,Semi-Private,5,36,,,1898,126 Pine Avenue,12134,,,,2026-04-15T22:13:21.643333+00:00,,,4,5,,4,,3,4,,,,,,,,,,,,11,9,,3,,5,15,,,,,,,,,
ba824251-975f-4844-b17e-7b2cebf41233,Meadow Greens Golf Course,43.7212354,-92.9648746,US,MN,Lansing Township,Public,12,69,+1-507-433-4878,https://www.meadowgreensgc.com/sites/courses/layout9.asp?id=722&page=40268,1993,25238 540th Avenue,55912,,,259004651,2026-04-15T22:13:22.397659+00:00,4,,,4,,3,,4,4,,4,4,5,3,4,3,,4,11,,,9,,3,,1,5,,16,12,10,18,14,8,,6
1fa80811-145d-46a6-a4a0-ed5b7971890d,Florissant Golf Club,38.8053478,-90.2815495,US,IL,Florissant,Public,16,72,+1 314-741-7444,http://www.golfclubofflorissant.com/,,50 Country Club Lane,63033,,6509,165326812,2026-04-15T22:13:23.110829+00:00,4,4,5,3,4,,4,3,,4,4,5,3,5,3,5,4,4,17,1,5,7,11,,9,13,,10,18,4,14,8,16,6,2,12
1600090c-2646-40cd-9595-a94f68e2f157,El Dorado Golf Course,42.5996746863636,-84.4933384454545,US,MI,Delhi Charter Township,,,,,http://www.eldorado27.com/,,Hogsback Road,48854,,,9586027,2026-04-07T16:04:10.102388+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814e53f1-e504-4b07-9281-69933a6dcfca,Greenbriar Hills Country Club,38.5733538,-90.4500951,US,IL,Kirkwood,Public,6,34,+1 314-822-3011,https://www.greenbriarcc.com/,,12665 Big Bend Road,63122,"Larry Packard, David McIntosh",2520,41084517,2026-04-15T22:13:23.852463+00:00,3,5,,4,3,4,,,5,,,,,,,,,,11,3,,1,7,13,,,5,,,,,,,,,
32daf941-ef5c-47b2-9243-019a8e72d021,Hole 1,44.4640193,-92.964212,US,MN,Stanton Township,Private/Resort,3,27,,,2016,35th Avenue,55018,,,764200844,2026-04-15T22:13:24.587279+00:00,3,,,3,,3,,,,,,,,,,,,,17,,,1,,11,,,,,,,,,,,,
23e071a0-973d-4681-9f97-c2b54452c2ae,Mink Lake Golf Course,41.5276119,-87.0388028,US,IN,,Public,8,35,,,,Frontage Road,46383,Bill Bainter,6477,295416985,2026-04-17T12:56:03.642927+00:00,4,4,,5,3,4,5,4,3,,,,,,,,,,18,2,,16,4,12,8,6,14,,,,,,,,,
da064122-daac-4c1b-ab53-b64f99888f68,Oak Brook Golf Club,38.8351406,-89.8368342,US,IL,Edwardsville,Public/Municipal,16,72,+1-618-656-5600,https://www.oakbrookgc.com/,,9157 Fruit Road,62025,"Roger Packard, Dennis Wise",6541,295678321,2026-04-15T22:13:25.953257+00:00,5,3,5,4,4,,3,4,,4,4,4,5,3,4,5,3,4,5,15,1,9,7,,17,13,,16,8,12,2,18,10,4,14,6
b3de2f95-c730-4087-ba6b-ce47cd1fecd8,Marshwood Magnolia At Highland Oaks Golf Course,31.2264538,-85.4966407,US,AL,Dothan,Public,14,72,,,1993,"904 Royal Pkwy, Dothan, AL 36305, USA",36305,,,,2026-04-16T21:02:08.877314+00:00,4,5,4,3,,5,,,4,,3,5,5,4,4,3,4,4,13,15,7,9,,1,,,3,,12,14,16,4,2,8,18,6
9ae258f1-a8a6-4d3e-9c6f-b70ba511effe,River Oaks Golf Club,43.7119203,-92.9616386,US,MN,Austin,Public,12,71,+1-507-433-9098,http://www.rivergolf1.com,1938,54384 244th Street,55912,,,259004652,2026-04-15T22:13:28.162182+00:00,,3,4,5,4,4,,,4,,5,4,,3,4,3,,5,,11,7,1,15,9,,,13,,2,12,,16,8,10,,4
45225c0d-9ab5-491d-8ce1-87effa7442ec,Hickory Creek Golf Course,41.5189864,-87.8072378,US,IN,Matteson,Semi-Private,8,36,,,,West Saint Francis Road,60423,Local Members,7560,193058684,2026-04-17T12:56:04.333037+00:00,4,4,,4,3,5,4,4,3,,,,,,,,,,13,3,,17,5,11,7,9,15,,,,,,,,,
d284adaf-c0b8-430c-9ef2-afe8a3b380fe,Norwood Golf Club,40.8900367,-85.5688621,US,IN,,Public,13,71,,,1972,North 622 West,46750,,,458756793,2026-04-15T22:13:25.323135+00:00,,5,3,4,4,4,4,3,4,5,,,3,4,,,5,4,,14,16,10,2,8,4,18,6,17,,,9,5,,,3,13
577da8cc-6542-4e9f-9207-8ef397fe82b7,Delphi Golf Club,46.985427,-123.017097,US,WA,Olympia,Semi-Private,6,32,3141925352,http://www.delphigolfcourse.com,1973,6326 Neylon Drive Southwest,98512,,,,2026-04-15T22:13:29.637596+00:00,,3,,3,3,,4,4,4,,,,,,,,,,,7,,11,15,,13,17,1,,,,,,,,,
1dcb54f7-ffe6-4f8b-98d5-115bc3cc3156,Jacksonville Country Club,39.7165935,-90.2100171,US,IL,Jacksonville,Private,15,72,,,,Oakwood Drive,62650,"Tom Bendelow, Larry Packard",6507,88318223,2026-04-15T22:13:32.128745+00:00,4,5,,3,4,4,5,,4,4,3,5,4,4,,3,4,4,13,9,,17,1,15,7,,3,4,10,12,2,8,,18,6,16
5b4e3293-f7ab-409c-b5b1-078b72dbc5b3,Hickory Ridge Golf Course,37.7545904,-89.2535873,US,IL,Carbondale,Public,14,72,+1 618 529 4386,https://www.cpkd.org/places/united-states/illinois/carbondale/facilities/hickory-ridge-golf-course/,,2727 West Glenn Road,62901,William J. Spear,6863,562933972,2026-04-15T22:13:32.886886+00:00,4,5,,3,4,5,4,3,4,4,,4,,4,,4,3,4,9,3,,17,13,1,5,15,11,10,,4,,14,,8,18,12
b8684490-fa02-469b-b245-9845b7b6c8b2,Saint John Fisher Golf Course,43.111045493,-77.5112577963,US,NY,Rochester,Public,7,33,(585) 385-8000,http://www.sjfc.edu,1972,3690 East Avenue,14618,,,,2026-04-07T16:04:23.820386+00:00,4,3,3,4,,3,,4,4,,,,,,,,,,1,2,3,4,,6,,8,9,,,,,,,,,
dc4af9df-9b7e-4f0a-8476-c55134feb0c8,Green Meadows Golf Club,41.7683567,-87.9816655,US,MI,Westmont,Public,5,30,,,,Lake Shore Drive,60559,,1888,191037618,2026-04-07T16:04:30.03382+00:00,4,4,,3,3,,,,3,,,,,,,,,,3,2,,9,4,,,,7,,,,,,,,,
04cc5eb8-d889-4be8-a5e2-bc8236221526,Joliet Country Club (closed),41.4994928,-88.0542747,US,IL,Joliet,Semi-Private,12,72,,,,Pawnee Street,60433,"Tom Bendelow, Dick Nugent, Ken Killian, David Esler",6570,48416620,2026-04-16T20:00:54.786726+00:00,4,5,,5,4,,,,,4,4,3,4,3,,4,5,4,5,7,,9,3,,,,,16,6,18,2,14,,12,10,4
dd7bd423-c621-4967-8795-1a17b14c112e,Dominion Golf & Country Club,42.2086371,-83.0039558,US,OH,Oldcastle,,,,,http://www.dominiongolf.com/,,6125 Howard Ave,N0R 1L0,,,23859808,2026-04-07T16:04:35.904616+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40da5004-9d35-4934-b562-45e9551bd711,Yardley Country Club,40.2346384,-74.8376454,US,NJ,Yardley,,,,8891448060,http://www.yardleycc.com/,,"1010 Reading Ave, Yardley, PA 19067, USA",19067,,,,2026-04-08T01:04:39.014591+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db9b3da8-3d09-4846-9d20-fe7eff7a7fc1,Tryon Country Club,35.2183596121,-82.2542875754,US,NC,Tryon,Private,5,36,10156926945,http://www.tryoncountryclub.com,1916,Country Club Heights Road,29256,,,,2026-04-16T21:02:05.653617+00:00,,4,3,4,,,,3,4,,,,,,,,,,,11,17,9,,,,15,3,,,,,,,,,
3163ed6c-e201-4b81-861d-a485e5ec99f7,Sands Point Golf Club,40.8534065655,-73.7067948049,US,NY,Sands Point,Private,15,72,3141925352,http://www.sandspointgc.org,1910,130 Middle Neck Road,11050,,,,2026-04-15T22:13:34.748465+00:00,5,3,4,4,5,4,,4,4,4,4,,4,5,4,,3,5,10,18,2,8,12,4,,6,14,9,11,,5,1,7,,17,13
6d65c119-2379-4f63-bd3a-36fdd8a3f9da,Oak Brook Golf Course,41.8406333,-87.9327296,US,MI,Oak Brook,Public/Municipal,15,72,,,,Golf Drive,60523,"Roger Packard, Dennis Wise",6541,35567596,2026-04-15T22:13:36.27511+00:00,5,3,5,4,4,4,3,4,,4,4,4,,3,4,,3,4,5,15,1,9,7,11,17,13,,16,8,12,,18,10,,14,6
8ebff11e-e871-44c2-bbca-f90896b6d351,Hole 3,44.4629182,-92.9624225,US,MN,Stanton Township,Private/Resort,3,27,,,2016,35th Avenue,55018,,,764202122,2026-04-15T22:13:37.00115+00:00,3,,,3,,,,3,,,,,,,,,,,17,,,1,,,,7,,,,,,,,,,
9f0daa8b-1296-45b5-875d-b6fb17c6b8aa,Indian Hills Golf Club,41.2823292,-89.5175616,US,IL,,Public,13,72,,,,1725 East Street,61368,Tom Puckett,6022,458557660,2026-04-15T22:13:37.76698+00:00,4,3,4,4,,,3,,4,5,4,4,,3,,4,3,4,13,17,15,1,,,7,,5,4,16,8,,12,,2,18,10
deed614e-0653-41b0-a643-dd89f6ad0dfa,Kenyon Country Club,44.2816482,-92.9744822,US,MN,Kenyon,Semi-Private,6,34,+1 507 789 6307,,1926,46000 State Highway 56,55946,,,600885311,2026-04-15T22:13:38.556118+00:00,4,4,,4,4,,,3,5,,,,,,,,,,15,1,,11,5,,,17,13,,,,,,,,,
097e0646-3ee2-4d2f-84de-123bf6ad6a76,Indian Hill Golf Club,42.09043,-87.7338829,US,IL,Winnetka,Private,13,71,,,,1 Indian Hill Road,60093,"Donald Ross, Bob Lohmann",6600,29396293,2026-04-15T22:13:39.283761+00:00,5,4,5,3,,,4,,3,3,,4,3,4,,4,3,5,7,3,13,11,,,15,,17,18,,6,12,2,,4,16,8
0b4bc87a-6145-4088-af26-7e993217c2e8,Nashville Golf Course,38.3474541,-89.3683765,US,IL,Nashville,Public,7,36,,,,Resevoir Road,62263,,3200,1276717966,2026-04-15T22:13:39.983264+00:00,4,3,4,5,,,4,4,5,,,,,,,,,,15,11,1,13,,,9,5,17,,,,,,,,,
2fc02d61-fa83-43ee-9a14-5ec60dff62cc,Oak Pointe Country Club,42.4372040921687,-83.7845404566265,US,MI,Brighton,Semi-Private,13,71,+1-810-229-4554,https://www.clubcorp.com/Clubs/Oak-Pointe-Country-Club,1992,4500 Club Drive,48116,,,19244524,2026-04-15T22:13:40.761708+00:00,4,5,4,4,,4,,3,4,5,3,4,4,4,5,,,,9,15,3,1,,7,,13,11,10,14,2,4,8,12,,,
69306a80-93de-4825-83e7-ba0e7786844a,Hawthorn Woods Country Club,42.3226823348958,-88.7040079828125,US,MI,Hawthorn Woods,Private,15,72,+1-847-847-3250,https://www.hwccgolf.com/,,1 Tournament Drive North,60047,"Arnold Palmer, Ed Seay",7045,15693362,2026-04-15T22:13:41.473424+00:00,4,4,,3,4,,5,4,3,4,3,4,5,4,,4,5,4,4,6,,12,2,,18,10,16,7,11,1,5,15,,3,17,9
515d6f0f-cca3-4ce6-b967-78b4a960efa0,Jackson Park Driving Range,41.7846071,-87.5787161,US,MI,Chicago,Public/Municipal,14,70,,,,South DuSable Lake Shore Drive,60637,"Tom Bendelow, Bob Lohmann",5508,311050750,2026-04-15T22:13:42.199253+00:00,4,4,,4,5,3,4,,4,,4,3,3,5,,4,3,4,4,6,,10,2,16,8,,12,,7,17,15,1,,5,13,11
e275cf77-9fe4-46a8-b418-23bfb7b37596,Skokie Country Club,42.1275019,-87.7658984,US,IL,Glencoe,Private,15,72,,,,500 Washington Avenue,60022,"Donald Ross, Theodore J. Moreau, Tom Bendelow, Ron Prichard, Bob Lohmann, Dick Nugent, Rees Jones, William Langford, Tyler Rae",7091,31823863,2026-04-15T22:13:43.009147+00:00,4,3,5,4,3,,5,4,3,4,5,3,5,4,,3,4,,5,15,1,7,13,,9,3,17,12,2,14,6,8,,18,4,
8fcaaee8-f42b-4f38-b245-628a533f79f6,Shawnee Hills Country Club,37.7272591,-88.5195001,US,IL,Harrisburg,Semi-Private,8,36,+1-618-253-7294,,,1110 Shawnee Hills Road,62946,,6064,83135039,2026-04-17T12:56:05.580209+00:00,4,4,4,4,3,,4,3,5,,,,,,,,,,4,18,8,2,12,,14,10,6,,,,,,,,,
afbbf0d8-574d-4115-9644-b4bdd61cc97d,Silver Lake Country Club,41.6209825,-87.8266652,US,IN,Orland Park,Public,14,71,,,,88th Avenue,60462,"Leonard Macomber, Bob Lohmann, Dick Nugent",6550,188548924,2026-04-15T22:13:44.572546+00:00,4,4,5,3,4,,5,,3,4,4,3,4,4,,4,4,,7,1,3,17,15,,9,,11,2,4,14,18,8,,6,10,
41bb3b01-df2f-46d1-9e45-17b352a408ba,Odyssey Country Club,41.5336184207547,-87.7762929830189,US,IN,Tinley Park,Public,15,72,,,,Odyssey Drive,60487,"Harry Bowers, Curtis Strange",7095,2637318,2026-04-15T22:13:45.302729+00:00,4,3,4,4,5,,3,5,,4,4,5,4,4,3,,3,4,11,13,5,15,9,,17,3,,6,18,12,2,8,10,,16,4
00cc90e0-bf45-409c-8b84-4beb61e2f488,South Bluff Country Club,41.3044501,-89.1211,US,IL,Peru,Public,8,36,+1 815 223 0603,http://www.southbluff.net/,,229 North 2550th Road,61354,,2851,384940849,2026-04-15T22:13:46.0031+00:00,5,5,4,4,4,,4,3,3,,,,,,,,,,5,7,1,9,11,,15,3,17,,,,,,,,,
d7e95d3e-970c-4b83-80f5-ac26cfe09f0d,Saratoga Lake Golf Club,42.9807907169,-73.7314796448,US,NY,Saratoga Springs,Public,14,72,,http://www.saratogalakegolf.com,2000,35 Grace Moore Road,12866,,,,2026-04-15T22:13:46.802858+00:00,4,5,3,,3,4,,,4,,4,4,4,3,5,4,3,5,3,7,17,,11,15,,,9,,12,4,2,16,14,6,10,8
0340ab46-552a-4c20-8c71-c9948cab135e,Palatine Hills Golf Course,42.1324523,-88.053479,US,IL,Palatine,Public,14,72,+1-847-359-4020,https://www.palatinehills.org/,,512 W Northwest Highway,60067,"Larry Packard, Bob Lohmann",6820,260863130,2026-04-15T22:13:47.580774+00:00,4,4,,3,4,,3,4,4,4,4,,,4,5,4,3,4,7,3,,17,1,,11,15,5,4,18,,,8,14,6,16,2
0640b303-3bd9-4c37-80bb-7fac2311e6b1,Old Orchard Country Club,42.0919066090909,-87.9417451484848,US,IL,Mount Prospect,Public,17,70,+1-847-255-2025,https://www.oldorchardcc.com/,,700 West Rand Road,60056,,6187,3938645,2026-04-15T22:13:48.296283+00:00,4,4,3,4,4,,3,4,5,4,3,4,4,3,5,4,3,4,11,13,17,5,3,,15,7,1,18,12,16,4,14,2,8,10,6
6a483dae-b0e4-4858-bc80-3ac038865d32,Hole 2,44.4639965,-92.9596762,US,MN,Stanton Township,Private/Resort,3,27,,,2016,42nd Avenue,55009,,,764202125,2026-04-15T22:13:48.974854+00:00,3,,,3,,3,,,,,,,,,,,,,17,,,1,,11,,,,,,,,,,,,
7ce45a1d-8a86-466f-abb2-6cd063d2d5ef,Ambassador Golf Club,42.2519714,-83.0832139,US,OH,Windsor,,,,,,,Morton Drive,N9J 3M5,,,23425470,2026-04-07T16:05:11.334629+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e741c4a5-0a48-4fe5-9c3d-de2502662da1,Old Warson Country Club,38.6183204,-90.3843826,US,IL,Ladue,Public,16,71,,,,Old Warson Road,63124,Kingsman,6187,151291997,2026-04-17T12:56:05.499013+00:00,5,4,4,3,5,,4,4,4,4,4,,4,4,4,3,5,4,17,15,1,13,5,,7,3,11,12,2,,10,4,16,18,6,8
e067374d-40a5-4c03-8159-d390dd3fc8ef,Delaware Springs Golf Course,30.7184793,-98.2528101,US,TX,Burnet,Public,11,72,512-756-8471,http://www.delawaresprings.com/,1992,"600 Delaware Springs Blvd, Burnet, TX 78611, USA",78611,,,,2026-04-16T21:02:10.364418+00:00,,4,,,,5,3,5,,,4,,3,5,4,3,4,4,,3,,,,13,5,15,,,4,,16,14,2,10,18,6
ac842d12-481a-4813-97a1-216e460a6319,Quincy Country Club,39.9226725,-91.3721195,US,IL,Quincy,Private,15,70,,,,Country Club Drive West,62301,"Steve Wolfard, H. J. Tweedie",6467,206629275,2026-04-15T22:13:51.608783+00:00,4,4,,5,4,,3,,4,4,4,4,3,4,4,5,3,4,11,5,,1,3,,17,,9,2,10,12,18,6,8,4,14,16
4ab777c2-d235-420c-847a-9274aed1cdf8,Prairie Isle Golf Club,42.2703261,-88.2444634,US,MI,Prairie Grove,Public,13,72,+1-815-356-0202,http://www.prairieisle.com/,,2216 Route 176,60012,Gordon Cunningham,6562,296074170,2026-04-15T22:13:52.293094+00:00,5,4,,4,3,4,5,,,5,4,,4,,3,4,3,5,3,11,,13,15,7,1,,,2,6,,8,,16,12,18,4
2611fdfd-3d88-402b-9276-99fe1e3d968f,River Ridge Golf Club,35.720548,-78.51866,US,NC,Raleigh,Semi-Private,11,72,(919) 661-8374,http://www.golfriverridge.com,1997,3252 Auburn Knightdale Road,27610,,,,2026-04-15T22:13:53.000401+00:00,,,4,,,5,4,4,3,4,,,5,4,,4,3,5,,,1,,,5,3,17,11,8,,,6,12,,2,4,18
896f4658-667e-443d-bb29-a22924ef1464,Royal Oak Golf Club,42.5216212,-83.1774288,US,MI,Royal Oak,Municipal,5,35,+1-248-554-0019,https://www.romi.gov/603/Royal-Oak-Golf-Club,1960,3417 Bamlet Road,48073,,,42316957,2026-04-15T22:13:53.705305+00:00,,,4,4,,5,,5,3,,,,,,,,,,,,1,9,,5,,15,3,,,,,,,,,
f0421ef3-e703-4519-9f9b-e06666e91f30,Blooming Prairie Country Club,43.9230876,-93.0774088,US,MN,Blooming Prairie,Public,6,35,+1 507 583 2887,https://www.bpcountryclub.com/,1936,7701 Southeast 118th Street,55917,,,985405281,2026-04-15T22:13:54.377675+00:00,3,5,4,3,,4,,,4,,,,,,,,,,6,2,9,7,,4,,,8,,,,,,,,,
84e5fd6f-b88d-4d0a-9d25-e5500053a7c7,Randall Oaks Golf Course,42.1136017,-88.3440927,US,MI,West Dundee,Public/Municipal,16,71,,,,Binnie Road,60118,"William J. Spear, Bob Lohmann",6598,93362767,2026-04-15T22:13:55.076727+00:00,4,3,4,4,5,,4,4,5,4,4,4,3,4,5,4,3,,7,15,13,17,1,,9,5,3,6,2,16,18,10,4,8,14,
3d4fdcd6-3760-497b-a2c9-945b7c65714f,Paxton Park Golf Course,37.0609747,-88.6282911,US,IL,Paducah,Public,14,71,,,,Virginia Street,42003,,6582,598991302,2026-04-15T22:13:56.413755+00:00,4,4,,4,3,,4,3,5,4,4,,3,4,5,4,,5,6,12,,10,3,,2,13,8,14,4,,15,1,11,7,,9
061c965a-aeda-482d-8d2a-cee52b1d7ef0,Pebble Creek Golf Course,41.5884208686747,-90.3988903987952,US,IA,Le Claire,Public,7,36,,,,Pebble Creek Drive,52767,Bob Lohmann,3419,10712609,2026-04-15T22:13:57.080666+00:00,4,4,,5,5,4,3,,4,,,,,,,,,,6,1,,8,9,2,5,,7,,,,,,,,,
3edecc27-0e74-4c09-9e80-fd50f005eccb,Pekin Country Club,40.5748366,-89.5865589,US,IL,Pekin,Private,12,72,+1 309 347 3144,https://www.pekincc.com/,,310 Country Club Drive,61554,Larry Packard,6832,384935404,2026-04-15T22:13:57.760046+00:00,4,5,,3,4,,4,,,4,5,,3,4,4,5,,4,9,11,,17,1,,3,,,4,16,,10,2,8,12,,14
6fe8c16e-66be-448f-910b-5ce22d801a95,Schroon Lake Municipal Golf Course,43.8346999264,-73.7737091627,US,NY,Schroon Lake,Public/Municipal,8,36,,http://www.schroonlakegolfcourse.com,1918,36 Club House Drive,12870,,,,2026-04-15T22:13:58.461445+00:00,4,3,3,4,4,5,,4,4,,,,,,,,,,3,5,13,15,11,7,,1,9,,,,,,,,,
7868524f-3296-4133-93d1-332f2a22ca78,Quail Creek Golf Course,38.4678998,-90.3824372,US,IL,,Public,13,72,,https://www.quailcreekgolfclub.com/,,Wells Road,63128,"Hale Irwin, Gary Kern",7050,41098288,2026-04-15T22:13:59.418981+00:00,4,4,3,4,4,,5,,5,4,5,,3,,4,3,,4,16,4,18,6,2,,8,,10,3,9,,17,,1,15,,5
955d5ed0-2122-4b0e-a425-83659dff5cd3,Little River Municipal Golf Course,42.3047074,-82.9274833,US,OH,Windsor,,,,,,,Meadowbrook Lane,N8T 0A4,,,24995147,2026-04-07T16:05:20.055946+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59ecb5a0-a764-475c-8621-f4880a1f533d,The Fields Golf Course,43.3121946,-84.602805,US,MI,Emerson Township,Semi-Private,13,70,(989) 875-4612,https://thefieldsgolfcourse.com/,1924,Mid-Michigan Community Pathway,,,,291034489,2026-04-15T22:14:01.510332+00:00,4,4,5,4,,3,,4,3,4,,4,4,3,4,,5,,10,4,18,8,,12,,14,6,15,,9,7,11,13,,1,
3af7911d-4db1-42e5-9e82-6b47384abcec,Town Park Villas Golf Course,32.851731,-117.190349,US,CA,San Diego,,,,,,,"6301 Gullstrand St, San Diego, CA 92122, USA",92122,,,,2026-04-08T01:01:14.793519+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3434542-9df6-4277-8514-756ea9b20f27,Salem Country Club,38.6130831,-88.9373061,US,IL,Salem,Semi-Private,14,72,+1 618 548 2975,https://salemcc.net/,,700 Divot Drive,62881,,6467,184301446,2026-04-15T22:14:00.068516+00:00,4,4,,4,4,,4,,5,3,5,4,4,,4,4,3,5,12,16,,2,14,,4,,6,3,7,11,5,,17,15,13,9
ba9dd0b7-ce46-4efe-9bab-05a50fad6942,Ridgemoor Country Club,41.9647279,-87.7928365,US,IL,Harwood Heights,Private,13,72,,,,6601 West Gunnison Street,60706,"William Langford, A. W. Tillinghast, Larry Packard, Bob Lohmann, Theodore J. Moreau, William Langford, Roger Packard, Larry Packard, Rick Jacobson",6922,32503147,2026-04-15T22:14:02.84912+00:00,4,5,5,3,4,4,4,,,5,5,4,,4,,4,,3,15,9,7,17,3,5,1,,,6,4,12,,18,,2,,16
8d8cef4a-2bbb-4f2d-85f5-5a6a9d66d05c,Legacy Golf Course,44.308203825,-93.2538343991379,US,MN,Faribault,Public,13,72,3141925352,https://www.legacygolf.net/,1998,Whipple Way,55021,,,3217025,2026-04-15T22:14:03.518654+00:00,,,,3,4,,,5,4,4,4,4,3,5,3,4,5,4,,,,11,13,,,3,5,16,6,10,12,2,18,14,4,8
